Kodu,Parfüm Adı,Cinsiyet,Esans,Alkol,Toplam Stok,Fiyat MG/$/KG,Fiyat TL/50 GR,bas_notalar,kalp_notalar,dip_notalar,mevsim,gunun_zamani,ortam,kiyafet_stili,koku_ailesi,koku_yogunlugu,duygusal_etiketler,aciklama_tr
T-129,Tiziana Terenzi - Ursa,Unisex,,,100.0,,,"Bergamot, Mandalina, Limon","Yasemin, Gül, Misk","Amber, Sedir, Vanilya","Sonbahar,Kış",Gece,"Özel Davet,Gece Hayatı,Romantik","Şık,Formal","Oryantal,Çiçeksi",Yoğun,"Baş döndürücü, Gizemli, Çekici, Lüks","Ursa, zengin oryantal ve çiçeksi notalarla sofistike ve etkileyici bir unisex parfümdür. Gece için uygundur."
T-130,Tiziana Terenzi - Draco,Unisex,,,100.0,,,"Narenciye, Bergamot, Limon","Lavanta, Yasemin, Misk","Amber, Sedir, Misk","İlkbahar,Yaz",Gündüz,"Günlük,Ofis,Açık Hava","Casual,Sportif","Narenciye,Aromatik",Hafif,"Ferah, Canlı, Enerjik, Neşeli","Draco, taze ve hafif narenciye notalarıyla günlük kullanıma uygun unisex bir parfümdür."
T-131,Tiziana Terenzi - Orion,Unisex,,,100.0,,,"Bergamot, Mandalina, Limon","Yasemin, Gül, Misk","Amber, Sedir, Vanilya","Sonbahar,Kış",Gece,"Özel Davet,Gece Hayatı,Romantik","Şık,Formal","Oryantal,Çiçeksi",Yoğun,"Baş döndürücü, Gizemli, Çekici, Lüks","Orion, zengin oryantal ve çiçeksi notalarla sofistike ve etkileyici bir unisex parfümdür. Gece kullanımı için idealdir."
T-132,Tiziana Terenzi - Cassiopea,Unisex,,,100.0,,,"Bergamot, Ananas, Siyah Frenk Üzümü","Yasemin, Gül, Misk","Sedir, Amber, Vanilya","İlkbahar, Yaz","Gündüz, Gece","Özel Davet, Romantik, Günlük","Şık, Casual","Narenciye, Çiçeksi, Odunsu",Orta,"canlı, ferah, zarif, enerjik","Cassiopea, taze ve meyvemsi notalarıyla enerjik ve zarif bir unisex parfümdür. Günlük ve özel anlar için ideal bir seçimdir."
T-133,Tiziana Terenzi - Orza,Unisex,,,100.0,,,"Bergamot, Lavanta, Nane","Sandal Ağacı, Paçuli, Amber","Misk, Vanilya, Tonka Fasulyesi","Sonbahar, Kış",Gece,"Özel Davet, Gece Hayatı","Şık, Klasik","Odunsu, Oryantal, Aromatik",Yoğun,"gizemli, çekici, sofistike, sıcak","Orza, derin ve yoğun odunsu notalarıyla geceye özel, sofistike bir unisex parfümdür. Gizemli ve çekici bir aura yaratır."
T-134,Tiziana Terenzi - Porpora,Unisex,,,100.0,,,"Bergamot, Tarçın, Karanfil","Gül, Yasemin, Paçuli","Vanilya, Amber, Misk","Sonbahar, Kış",Gece,"Özel Davet, Romantik","Şık, Klasik","Oryantal, Çiçeksi, Gourmand",Çok Yoğun,"tutkulu, sıcak, lüks, baştan çıkarıcı","Porpora, zengin baharat ve çiçek notalarıyla tutkulu ve lüks bir gece parfümüdür. Romantik anlar için idealdir."
T-135,Tiziana Terenzi - Casanova,Unisex,,,100.0,,,"Bergamot, Limon, Ananas","Sandal Ağacı, Misk, Amber","Vanilya, Paçuli, Tonka Fasulyesi","Yaz, İlkbahar","Gündüz, Gece","Günlük, Özel Davet","Casual, Şık","Narenciye, Odunsu, Oryantal",Orta,"canlı, enerjik, özgür, çekici","Casanova, ferah narenciye ve odunsu notalarıyla enerjik ve özgür ruhlu unisex bir parfümdür. Hem gündüz hem gece kullanıma uygundur."
T-136,Tiziana Terenzi - Rosso Pompei,Unisex,,,100.0,,,"Nar, Bergamot, Tarçın","Gül, Yasemin, Karanfil","Paçuli, Amber, Vanilya","Sonbahar, Kış",Gece,"Romantik, Özel Davet","Şık, Klasik","Oryantal, Çiçeksi, Gourmand",Yoğun,"tutkulu, sıcak, lüks, etkileyici","Rosso Pompei, baharatlı ve çiçeksi notalarıyla tutkulu ve etkileyici bir gece parfümüdür. Romantik ortamlar için uygundur."
T-141,Tom Ford - Bitter Beach,Unisex,,,100.0,,,"Bergamot, Greyfurt, Deniz Notları","Sedir, Paçuli, Amber","Misk, Vanilya, Tonka Fasulyesi",Yaz,Gündüz,"Açık Hava, Günlük","Casual, Sportif","Narenciye, Odunsu, Aromatik",Orta,"ferah, enerjik, özgür, rahat","Bitter Beach, ferah narenciye ve deniz notalarıyla yaz için ideal, enerjik ve rahatlatıcı bir unisex parfümdür."
T-142,Tom Ford – Black Violet U166,Unisex,,,70.0,110,,"Bergamot, Siyah Frenk Üzümü, Mandalina","Siyah Menekşe, Yasemin, Gül","Paçuli, Sedir, Misk","Sonbahar, Kış",Gece,"Özel Davet, Gece Hayatı","Şık, Klasik","Çiçeksi, Odunsu, Aromatik",Yoğun,"gizemli, sofistike, çekici, zarif","Black Violet U166, zengin çiçeksi ve odunsu notalarıyla sofistike ve gizemli bir gece parfümüdür."
T-143,Tom Ford – Fucking Fabulous U169,Unisex,,,70.0,190,,"Lavanta, Biber, Ylang Ylang","Sandal Ağacı, Misk, Tonka Fasulyesi","Vanilya, Amber, Deri","Sonbahar, Kış",Gece,"Özel Davet, Gece Hayatı","Şık, Klasik","Oryantal, Deri, Aromatik",Çok Yoğun,"asi, güçlü, baştan çıkarıcı, karizmatik","Fucking Fabulous U169, güçlü deri ve oryantal notalarıyla asi ve karizmatik bir gece parfümüdür."
T-144,Tom Ford - Italian Cypress U170,Erkek,,,70.0,150,,"İtalyan Servisi, Bergamot, Lavanta","Sedir, Paçuli, Vetiver","Misk, Amber, Deri","Sonbahar, Kış","Gündüz, Gece","Ofis, Özel Davet","Formal, Klasik","Odunsu, Aromatik, Deri",Orta,"güvenli, sofistike, erkeksi, zarif","Italian Cypress U170, klasik odunsu ve aromatik notalarıyla sofistike ve zarif erkek parfümüdür. Hem gündüz hem gece kullanıma uygundur."
T-145,Tom Ford - Lost Cherry,Unisex,,,200.0,82,,"Kiraz, Badem, Ardıç","Gül, Yasemin, İris","Vanilya, Tonka Fasulyesi, Sedir","Sonbahar, Kış",Gece,"Romantik, Özel Davet","Şık, Klasik","Gourmand, Çiçeksi, Odunsu",Yoğun,"tatlı, baştan çıkarıcı, lüks, sıcak","Lost Cherry, tatlı kiraz ve vanilya notalarıyla baştan çıkarıcı ve lüks bir unisex parfümdür. Romantik geceler için idealdir."
T-146,Tom Ford - Mandarino di amalfi,Unisex,,,200.0,98,,"Mandalina, Bergamot, Yeşil Mandalina","Biberiye, Yasemin, Zencefil","Amber, Sedir, Misk","İlkbahar, Yaz",Gündüz,"Günlük, Açık Hava","Casual, Sportif","Narenciye, Aromatik, Odunsu",Hafif,"ferah, enerjik, neşeli, canlı","Mandarino di Amalfi, taze mandalina ve narenciye notalarıyla ferah ve enerjik bir unisex gündüz parfümüdür."
T-147,Tom Ford – Neroli Portofino Acqua,Unisex,,,70.0,110,,"Neroli, Bergamot, Mandalina","Portakal Çiçeği, Yasemin, Lavanta","Amber, Misk, Sedir","İlkbahar, Yaz",Gündüz,"Günlük, Açık Hava, Ofis","Casual, Şık","Narenciye, Çiçeksi, Aromatik",Hafif,"ferah, neşeli, hafif, taze","Neroli Portofino Acqua, narenciye ve çiçeksi notalarıyla hafif ve ferah bir unisex gündüz parfümüdür. Yaz ayları için idealdir."
T-148,Tom Ford - Noir Extreme,Erkek,,,500.0,165,,"Kardamom, Mandalina, Şeftali","Safran, Karanfil, Yasemin","Vanilya, Amber, Sandal Ağacı","Sonbahar, Kış",Gece,"Özel Davet, Gece Hayatı","Formal, Şık","Oryantal, Odunsu, Baharatlı",Yoğun,"çekici, sıcak, sofistike, güçlü","Noir Extreme, baharatlı ve oryantal notalarıyla güçlü ve çekici bir erkek gece parfümüdür. Özel davetler için uygundur."
T-149,Tom Ford – Tobacco Vanille,Unisex,,,400.0,75,,"Tütün, Kuru Meyve, Baharat","Vanilya, Kakaolu Tonka Fasulyesi, Tarçın","Odunsu Notlar, Misk, Amber","Sonbahar, Kış",Gece,"Özel Davet, Gece Hayatı, Romantik","Şık, Klasik","Oryantal, Gourmand, Odunsu",Çok Yoğun,"sıcak, baştan çıkarıcı, lüks, etkileyici","Tobacco Vanille, tütün ve vanilya notalarıyla sıcak ve baştan çıkarıcı bir unisex parfümdür. Kış geceleri için idealdir."
T-150,Tom Ford - White Patchouli,Kadın,,,80.0,140,,"Beyaz Sardunya, Yasemin, Frezya","Paçuli, Sandal Ağacı, Amber","Misk, Vanilya, Tonka Fasulyesi","İlkbahar, Sonbahar","Gündüz, Gece","Özel Davet, Romantik, Günlük","Şık, Klasik","Çiçeksi, Pudralı, Odunsu",Orta,"zarif, feminen, romantik, sofistike","White Patchouli, beyaz çiçekler ve pudralı notalarıyla zarif ve feminen bir kadın parfümüdür. Hem gündüz hem gece kullanıma uygundur."
T-151,Tom Ford - Black Orchid,Unisex,,,700.0,198,,"Trüf, Bergamot, Siyah Orkide, Yaban Mersini","Yasemin, Lotus, Baharatlar","Paçuli, Vanilya, Sandal Ağacı, Taban Ağacı, Amber","Sonbahar,Kış",Gece,"Özel Davet,Gece Hayatı,Romantik","Şık,Formal","Oryantal,Çiçeksi",Çok Yoğun,"Gizemli,Çekici,Lüks,Yoğun","Black Orchid, zengin ve baştan çıkarıcı bir koku. Siyah orkide ve baharatların karışımıyla sofistike bir deneyim sunar."
T-152,Tom Ford - Ombre Leather,Erkek,,,100.0,210,,"Karanfil, Siyah Frenk Üzümü, Kardamom","Deri, Yasemin, Sümbülteber","Sedir Ağacı, Amber, Tonka Fasulyesi","Sonbahar,Kış",Gece,"Özel Davet,Gece Hayatı,Ofis","Şık,Formal","Deri,Aromatik",Orta,"Güçlü,Erkeksi,Karizmatik,Asil","Ombre Leather, deri notalarının ön planda olduğu sofistike ve modern bir erkek kokusu. Günlük ve özel anlarda rahatlıkla tercih edilebilir."
T-153,Tom Ford - Tuscan Leather,Unisex,,,200.0,150,,"Armut, Saffron, Yasemin","Deri, Zambak, Tarçın","Sedir, Amber, Misk","Sonbahar,Kış",Gece,"Özel Davet,Gece Hayatı,Ofis","Şık,Formal","Deri,Oryantal",Çok Yoğun,"Lüks,Yoğun,Çekici,Asil","Tuscan Leather, zengin deri ve baharat notalarıyla dikkat çeken unisex bir parfüm. Güçlü ve kalıcı yapısıyla öne çıkar."
T-154,Tom Ford - Cherry Smoke,Unisex,,,100.0,128,,"Kiraz, Siyah Frenk Üzümü, Baharatlar","Duman, Tütün, Gül","Paçuli, Vanilya, Amber","Sonbahar,Kış",Gece,"Özel Davet,Gece Hayatı,Romantik","Şık,Formal","Oryantal,Gourmand",Çok Yoğun,"Baş döndürücü,Çekici,Gizemli,Sıcak","Cherry Smoke, tatlı kiraz ve dumanlı tütün notalarının birleşimiyle benzersiz ve etkileyici bir koku sunar."
T-155,Tom Ford - Oud Minerale,Unisex,,,100.0,360,,"Deniz Tuzu, Bergamot, Nane","Oud, Deniz Notaları, Adaçayı","Ambergris, Sedir, Misk","Yaz,İlkbahar",Gündüz,"Günlük,Açık Hava","Casual,Bohem","Odunsu,Aromatik",Orta,"Ferah,Modern,Doğal,Canlandırıcı","Oud Minerale, deniz ve oud notalarının ferahlatıcı birleşimiyle yaz ve ilkbahar için ideal unisex bir parfüm."
T-156,Tom Ford - Purple Patchouli,Kadın,,,100.0,152,,"Mandalina, Karanfil, Şeftali","Patchouli, Yasemin, Gül","Vanilya, Amber, Sandal Ağacı","Sonbahar,Kış",Gece,"Özel Davet,Romantik,Gece Hayatı","Şık,Formal","Oryantal,Çiçeksi",Çok Yoğun,"Baş döndürücü,Çekici,Lüks,Sıcak","Purple Patchouli, baharatlı ve çiçeksi notaların yoğun birleşimiyle kadınlar için sofistike ve etkileyici bir koku."
T-157,Tom Ford - Electric Cherry,Unisex,,,100.0,96,,"Kiraz, Mandalina, Bergamot","Yasemin, Gül, Baharatlar","Vanilya, Amber, Misk","İlkbahar,Yaz","Gündüz,Gece","Günlük,Romantik,Açık Hava","Casual,Bohem","Gourmand,Oryantal",Orta,"Neşeli,Canlı,Genç,Çekici","Electric Cherry, tatlı kiraz ve narenciye notalarıyla enerjik ve genç bir unisex parfüm."
T-158,Tom Ford - Oud Wood,Erkek,,,200.0,180,,"Biber, Kişniş, Fesleğen","Oud, Sandal Ağacı, Vetiver","Amber, Tonka Fasulyesi, Misk","Sonbahar,Kış",Gece,"Özel Davet,Gece Hayatı,Ofis","Şık,Formal","Odunsu,Oryantal",Çok Yoğun,"Güçlü,Erkeksi,Lüks,Yoğun","Oud Wood, odunsu ve baharatlı notaların zengin birleşimiyle erkekler için sofistike ve kalıcı bir koku."
T-159,Tom Ford - Jasmin Rouge,Kadın,,,100.0,,,"Yasemin, Baharatlar, İncir Yaprağı","Yasemin, Tarçın, Baharatlar","Vanilya, Amber, Sandal Ağacı","Sonbahar,Kış",Gece,"Özel Davet,Romantik,Gece Hayatı","Şık,Formal","Çiçeksi,Oryantal",Çok Yoğun,"Baş döndürücü,Çekici,Lüks,Sıcak","Jasmin Rouge, yoğun yasemin ve baharat notalarıyla kadınlar için sofistike ve etkileyici bir parfüm."
T-160,Tom Ford - Velvet Orchid,Kadın,,,100.0,,,"Bergamot, Mandalina, Siyah Orkide","Yasemin, Orkide, Baharatlar","Vanilya, Amber, Sandal Ağacı","Sonbahar,Kış",Gece,"Özel Davet,Gece Hayatı,Romantik","Şık,Formal","Oryantal,Çiçeksi",Çok Yoğun,"Gizemli,Çekici,Lüks,Yoğun","Velvet Orchid, zengin orkide ve baharat notalarıyla kadınlar için sofistike ve baştan çıkarıcı bir koku."
V-111,Valentino - Uomo Born In Roma Men,Erkek,,,300.0,140,,"Bergamot, Lavanta, Fesleğen","Kahve, Kakao, Tarçın","Sedir, Vetiver, Tonka Fasulyesi","Sonbahar,Kış",Gece,"Özel Davet,Gece Hayatı,Ofis","Şık,Formal","Aromatik,Oryantal",Orta,"Erkeksi,Modern,Çekici,Asil","Uomo Born In Roma Men, modern aromatik ve oryantal notaların birleşimiyle erkekler için sofistike bir koku."
V-112,Valentino - Velentino Uomo,Erkek,,,90.0,105,,"Narenciye, Fesleğen, Sardunya","Fındık, Kahve, Tonka Fasulyesi","Sedir, Vanilya, Amber","Sonbahar,Kış","Gündüz,Gece","Ofis,Özel Davet,Günlük","Şık,Formal","Aromatik,Oryantal",Orta,"Zarif,Erkeksi,Modern,Çekici","Valentino Uomo, aromatik ve oryantal notaların dengeli birleşimiyle erkekler için şık ve modern bir parfüm."
V-113,Vallentino - Donna Born İn Roma Coral Fantasy,Kadın,,,200.0,115,,"Narenciye, Mandalina, Şeftali","Gül, Yasemin, Baharatlar","Vanilya, Misk, Amber","İlkbahar,Yaz",Gündüz,"Günlük,Açık Hava,Romantik","Casual,Bohem","Çiçeksi,Gourmand",Orta,"Neşeli,Canlı,Genç,Romantik","Donna Born İn Roma Coral Fantasy, taze narenciye ve çiçek notalarıyla kadınlar için enerjik ve neşeli bir koku."
V-120*,Versace - Pour Femme Dylan Purple,Kadın,,,200.0,,,"Narenciye, Bergamot, Mandalina","Yasemin, Frezya, Menekşe","Misk, Vanilya, Amber","İlkbahar,Yaz",Gündüz,"Günlük,Açık Hava,Ofis","Casual,Şık","Narenciye,Çiçeksi",Hafif,"Ferah,Canlı,Genç,Neşeli","Pour Femme Dylan Purple, taze narenciye ve çiçek notalarıyla yaz ve ilkbahar için ideal hafif bir kadın parfümü."
V-121,Versace - Crystal Noir,Kadın,,,200.0,125,,"Yenibahar, Zencefil, Gardenya","Gardenya, Hindistan Cevizi, Portakal Çiçeği","Misk, Amber, Sandal Ağacı","Sonbahar,Kış",Gece,"Özel Davet,Gece Hayatı,Romantik","Şık,Formal","Çiçeksi,Oryantal",Orta,"Gizemli,Çekici,Lüks,Sıcak","Crystal Noir, baharatlı ve çiçeksi notaların dengesiyle kadınlar için gizemli ve çekici bir gece kokusu."
V-122,Versace - Dreamer,Erkek,,,0.0,85,,"Lavanta, Mandalina, Sardunya","Tütün, Karanfil, Sümbülteber","Tütün Yaprağı, Sandal Ağacı, Tonka Fasulyesi","Sonbahar,Kış",Gece,"Özel Davet,Gece Hayatı","Şık,Formal","Aromatik,Oryantal",Orta,"gizemli,çekici,karizmatik","Versace Dreamer, tütün ve lavanta notalarıyla sofistike ve etkileyici bir erkek kokusudur. Gece kullanımı için idealdir."
V-123,Versace - Eros Pour Femme,Kadın,,,90.0,145,,"Narenciye, Yeşil Elma, Mandalina","Jasmin, Yasemin, Şakayık","Misk, Vanilya, Sandal Ağacı","İlkbahar,Yaz","Gündüz,Gece","Günlük,Romantik,Özel Davet","Şık,Casual","Çiçeksi,Narenciye",Orta,"ferah,canlı,çekici","Eros Pour Femme, taze narenciye ve çiçeksi notaların birleşimiyle enerjik ve feminen bir koku sunar. Hem gündüz hem gece kullanıma uygundur."
V-124,Versace - Yellow Diamond,Kadın,,,90.0,150,,"Limon, Bergamot, Neroli","Sümbülteber, Frezya, Portakal Çiçeği","Misk, Amber, Sedir","İlkbahar,Yaz",Gündüz,"Günlük,Ofis,Açık Hava","Casual,Şık","Narenciye,Çiçeksi",Hafif,"ferah,neşeli,enerjik","Yellow Diamond, parlak narenciye ve çiçeksi notalarla taze ve ışıltılı bir kadın kokusudur. Yaz ve ilkbahar için idealdir."
V-125,Versace- Pour Homme,Erkek,,,200.0,130,,"Bergamot, Neroli, Sardunya","Sedir, Paçuli, Amber","Misk, Tonka Fasulyesi","İlkbahar,Yaz",Gündüz,"Ofis,Günlük,Açık Hava","Casual,Formal","Narenciye,Aromatik",Orta,"ferah,klasik,temiz","Versace Pour Homme, narenciye ve aromatik notalarla ferah ve zarif bir erkek kokusudur. Günlük kullanım için uygundur."
V-126,Versace - Dylan Blue Pour Homme,Erkek,,,250.0,118,,"Bergamot, Greyfurt, İncir Yaprağı","Paçuli, Siyah Biber, Amber","Misk, Tonka Fasulyesi, Vanilya","Sonbahar,Kış","Gündüz,Gece","Ofis,Gece Hayatı,Özel Davet","Şık,Formal","Aromatik,Odunsu",Orta,"güçlü,karizmatik,modern","Dylan Blue Pour Homme, taze narenciye ve odunsu notaların birleşimiyle dinamik ve çekici bir erkek kokusudur. Hem gündüz hem gece kullanıma uygundur."
V-127,Versace - Bright Crystal,Kadın,,,450.0,105,,"Narenciye, Litchi, Yuzu","Lotus, Yasemin, Mimoza","Misk, Amber, Mazı Ağacı","İlkbahar,Yaz",Gündüz,"Günlük,Ofis,Açık Hava","Casual,Şık","Çiçeksi,Ferah",Hafif,"ferah,neşeli,zarif","Bright Crystal, taze narenciye ve çiçeksi notalarla hafif ve feminen bir koku sunar. Özellikle yaz ve ilkbahar için uygundur."
V-128,Versace - Eros,Erkek,,,500.0,,,"Nane, Yeşil Elma, Bergamot","Tonka Fasulyesi, Amber, Vanilya","Paçuli, Sedir, Vetiver","Yaz,İlkbahar","Gündüz,Gece","Günlük,Gece Hayatı,Özel Davet","Casual,Şık","Aromatik,Odunsu",Orta,"enerjik,çekici,modern","Eros, taze nane ve elma notalarıyla dinamik ve güçlü bir erkek kokusudur. Hem gündüz hem gece kullanıma uygundur."
V-129,Versace-Eros Flame,Erkek,,,200.0,,,"Bergamot, Acı Portakal, Tarçın","Siyah Biber, Sardunya, Gül","Vanilya, Paçuli, Amber","Sonbahar,Kış",Gece,"Gece Hayatı,Özel Davet,Romantik","Şık,Formal","Oryantal,Aromatik",Çok Yoğun,"tutkulu,güçlü,çekici","Eros Flame, baharatlı ve odunsu notalarla yoğun ve tutkulu bir erkek kokusudur. Soğuk havalar ve gece kullanımı için uygundur."
V-131,Vakko - İnfiniti,Erkek,,,200.0,,,"Bergamot, Limon, Nane","Lavanta, Biberiye, Yasemin","Sedir, Vetiver, Misk","İlkbahar,Yaz",Gündüz,"Ofis,Günlük,Açık Hava","Casual,Formal","Aromatik,Narenciye",Orta,"ferah,klasik,temiz","Vakko İnfiniti, taze narenciye ve aromatik notalarla ferah ve modern bir erkek kokusudur. Günlük kullanım için idealdir."
V-132,Victor & Rolf - Spicebomb Extreme,Erkek,,,100.0,,,"Biber, Tarçın, Karanfil","Tütün, Deri, Lavanta","Vanilya, Tonka Fasulyesi, Amber","Sonbahar,Kış",Gece,"Gece Hayatı,Özel Davet","Şık,Formal","Oryantal,Odunsu",Çok Yoğun,"güçlü,karizmatik,tutkulu","Spicebomb Extreme, baharatlı ve odunsu notalarla yoğun ve etkileyici bir erkek kokusudur. Soğuk havalar ve gece için uygundur."
V-141,vertus sole pachuli,Unisex,,,250.0,395,,"Bergamot, Limon, Yeşil Notlar","Paçuli, Yasemin, Lavanta","Misk, Amber, Sandal Ağacı","İlkbahar,Yaz",Her İkisi,"Günlük,Ofis,Açık Hava","Casual,Bohem","Narenciye,Aromatik",Orta,"ferah,doğal,rahat","Vertus Sole Pachuli, taze narenciye ve aromatik notalarla unisex, ferah ve doğal bir koku sunar. Günlük kullanıma uygundur."
V-142,Vertus- Amber Elixir,Unisex,,,200.0,168,,"Amber, Bergamot, Mandalina","Paçuli, Yasemin, Gül","Vanilya, Misk, Sedir","Sonbahar,Kış",Gece,"Özel Davet,Romantik,Gece Hayatı","Şık,Formal","Oryantal,Çiçeksi",Yoğun,"tutkulu,zarif,gizemli","Vertus Amber Elixir, amber ve çiçeksi notalarla yoğun ve sofistike bir unisex kokudur. Gece ve özel davetler için uygundur."
V-143,Vertus- Narcos,Unisex,,,400.0,130,,"Narenciye, Baharat, Biber","Paçuli, Deri, Tarçın","Vanilya, Amber, Misk","Sonbahar,Kış",Gece,"Gece Hayatı,Özel Davet","Şık,Formal","Oryantal,Odunsu",Çok Yoğun,"güçlü,karizmatik,tutkulu","Vertus Narcos, baharatlı ve odunsu notalarla yoğun ve etkileyici bir unisex kokudur. Soğuk havalar ve gece kullanımı için uygundur."
V-144,Vertus - Ombre,Unisex,,,400.0,155,,"Bergamot, Lavanta, Yeşil Notlar","Paçuli, Sedir, Vetiver","Misk, Amber, Tonka Fasulyesi","İlkbahar,Sonbahar","Gündüz,Gece","Ofis,Günlük,Özel Davet","Casual,Formal","Aromatik,Odunsu",Orta,"klasik,rahat,zarif","Vertus Ombre, aromatik ve odunsu notalarla dengeli ve sofistike bir unisex kokudur. Hem gündüz hem gece kullanıma uygundur."
V-150,Victoria's Secret - Bombshell İntense,Kadın,,,200.0,60,,"Kırmızı Meyveler, Mandalina, Şeftali","Orkide, Frezya, Yasemin","Vanilya, Misk, Sandal Ağacı","İlkbahar,Yaz","Gündüz,Gece","Romantik,Özel Davet,Günlük","Şık,Casual","Çiçeksi,Gourmand",Orta,"çekici,enerjik,romantik","Victoria's Secret Bombshell Intense, meyvemsi ve çiçeksi notalarla feminen ve çekici bir kadın kokusudur. Hem gündüz hem gece kullanıma uygundur."
V-151,Victoria's Secret - Bombshells In Bloom K242,Kadın,,,100.0,96,,"Yaban mersini, Mandalina, Şeftali","Orkide, Manolya, Yasemin","Sedir, Vanilya, Misk","İlkbahar,Yaz",Gündüz,"Günlük,Ofis,Romantik","Casual,Şık","Çiçeksi,Gourmand",Orta,"canlı,neşeli,çekici","Bombshells In Bloom, taze meyve ve çiçek notalarının enerjik birleşimiyle genç ve dinamik bir koku sunar."
V-152,Victoria's Secret - Vanilla Sapphire Orchid (vücut),Kadın,,,200.0,50,,"Vanilya, Mavi Orkide, Şeftali","Sandal Ağacı, Beyaz Çiçekler","Misk, Amber","Sonbahar,Kış",Gece,"Özel Davet,Gece Hayatı","Şık,Formal","Oryantal,Gourmand",Yoğun,"çekici,baştan çıkarıcı,zarif","Vanilla Sapphire Orchid, vanilya ve orkide notalarıyla sıcak ve baştan çıkarıcı bir koku deneyimi sunar."
V-153,Victoria's Secret - Very Sexy Night,Kadın,,,0.0,60,,"Narenciye, Mandalina, Kırmızı Meyveler","Orkide, Yasemin, Gardenya","Misk, Amber, Sedir","Sonbahar,Kış",Gece,"Gece Hayatı,Özel Davet,Romantik","Şık,Formal","Çiçeksi,Oryantal",Yoğun,"çekici,cesur,parlak","Very Sexy Night, yoğun çiçek ve meyve notalarıyla geceye enerji ve çekicilik katan bir parfümdür."
V-154,Victoria's Secret - Bare Eau de Parfum,Kadın,,,200.0,70,,"Limon, Mandalina, Nane","Beyaz Çiçekler, Yasemin","Misk, Sedir","İlkbahar,Yaz",Gündüz,"Günlük,Ofis,Açık Hava","Casual,Sportif","Taze,Narenciye",Hafif,"ferah,temiz,canlandırıcı","Bare Eau de Parfum, ferah narenciye ve hafif çiçek notalarıyla günlük kullanım için ideal bir parfümdür."
V-157,Victoria's Secret - Bombshells Escape,Kadın,,,200.0,62,,"Mandalina, Yeşil Elma, Bergamot","Orkide, Yasemin, Şakayık","Sedir, Amber, Misk","İlkbahar,Sonbahar","Gündüz,Gece","Günlük,Özel Davet,Romantik","Casual,Şık","Çiçeksi,Taze",Orta,"canlı,enerjik,çekici","Bombshells Escape, taze meyve ve çiçek notalarının dengeli birleşimiyle özgür ve enerjik bir koku sunar."
V-158,Victoria's Secret - Bombshell İn Love,Kadın,,,0.0,50,,"Ahududu, Mandalina, Kırmızı Meyveler","Orkide, Yasemin, Şakayık","Vanilya, Misk, Sedir","İlkbahar,Yaz","Gündüz,Gece","Romantik,Özel Davet,Günlük","Şık,Casual","Çiçeksi,Gourmand",Orta,"romantik,çekici,neşeli","Bombshell İn Love, tatlı meyve ve çiçek notalarıyla sevgi dolu ve neşeli bir parfümdür."
V-159,Victoria's Secret - Bombshell Celebration,Kadın,,,200.0,72,,"Narenciye, Mandalina, Yeşil Elma","Orkide, Yasemin, Şakayık","Misk, Amber, Sedir","İlkbahar,Yaz",Gündüz,"Günlük,Ofis,Açık Hava","Casual,Sportif","Çiçeksi,Taze",Hafif,"canlı,ferah,mutlu","Bombshell Celebration, taze ve parlak notalarıyla enerjik ve kutlama havası taşıyan bir koku."
V-160,Victoria's Secret - Midnight Bloom,Kadın,,,400.0,45,,"Bergamot, Mandalina, Siyah Frenk Üzümü","Orkide, Yasemin, Şakayık","Vanilya, Misk, Amber","Sonbahar,Kış",Gece,"Gece Hayatı,Özel Davet,Romantik","Şık,Formal","Oryantal,Çiçeksi",Yoğun,"gizemli,çekici,zarif","Midnight Bloom, derin ve zengin notalarıyla geceye uygun sofistike bir parfümdür."
V-161,Victoria's Secret - Tease Eau de Parfum,Kadın,,,200.0,60,,"Armut, Şeftali, Mandalina","Orkide, Yasemin, Gardenya","Misk, Sedir, Amber","İlkbahar,Yaz","Gündüz,Gece","Günlük,Romantik,Özel Davet","Casual,Şık","Çiçeksi,Gourmand",Orta,"çekici,neşeli,romantik","Tease Eau de Parfum, tatlı meyve ve çiçek notalarıyla eğlenceli ve baştan çıkarıcı bir koku sunar."
V-162,Victoria's Secret - Very Sexy Platinum,Erkek,,,200.0,108,,"Greyfurt, Mandalina, Biber","Sedir, Vetiver, Paçuli","Misk, Amber, Tonka Fasulyesi","İlkbahar,Sonbahar","Gündüz,Gece","Ofis,Gece Hayatı,Özel Davet","Formal,Şık","Aromatik,Odunsu",Orta,"güçlü,modern,çekici","Very Sexy Platinum, erkeksi odunsu ve aromatik notalarıyla modern ve sofistike bir erkek parfümüdür."
V-163,Victoria's Secret - Scandalous,Kadın,,,200.0,76,,"Ahududu, Mandalina, Siyah Frenk Üzümü","Orkide, Yasemin, Gardenya","Vanilya, Misk, Amber","Sonbahar,Kış",Gece,"Gece Hayatı,Özel Davet,Romantik","Şık,Formal","Oryantal,Çiçeksi",Yoğun,"çekici,gizemli,baştan çıkarıcı","Scandalous, yoğun meyve ve çiçek notalarıyla dikkat çekici ve baştan çıkarıcı bir kadın parfümüdür."
